Comune;Provincia;Localit ;Tipologia;Tipologia secondaria;Categoria;Stelle;Denominazione;Indirizzo;Numero civico;Interno;CAP;Telefono;FAX;Posta elettronica;Sito internet;Zona;Accesso ai disabili;Piscina;Piscina coperta;Ristorante;Parcheggio;Sala conferenze;Aria condizionata;Giochi bimbi;Sauna;Solarium;Fitness;Animali ammessi;Centro storico;Zona fiera;Lago;Aeroporto;Autostrada;Impianti risalita;Stazione FS;Mare;Termale;Periferia;Collinare;Inglese;Francese;Tedesco;Spagnolo;Chiusura temporanea;Altri servizi;Codice identificativo;Data ultima modifica;Nuova classificazione LR11
VERONA;VERONA;;ALBERGO;Albergo;;2 **;EUROMOTEL CROCE BIANCA;Via Bresciana;2;;37139;0458903890;0458903999;info@euromotel.net;www.euromotel.net;verona;No;No;No;No;Si;No;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;Si;No;WI - FI;3488;42800;2 **
VERONA;VERONA;;ALBERGO;Albergo;;2 **;HOTEL CAVOUR;Vicolo Chiodo;4/B;;37121;045590166;045590508;info@hotelcavourverona.it;www.hotelcavourverona.it;verona;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;3457;42752;2 **
VERONA;VERONA;;ALBERGO;Albergo;;2 **;SCALZI;Via Carmelitani Scalzi;5;;37122;045590422;0454851241;info@hotelscalzi.it;www.hotelscalzi.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;Si;No;;3475;42747;2 **
VERONA;VERONA;;ALBERGO;Albergo;;2 **;TRENTO DIPENDENZA;Vicolo Sorte;2;;37100;045596444 - 045596037;045591208;info@albergotrento.it;www.albergotrento.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;3501;42797;2 **
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;ALBERGO TRIESTE;Corso Porta Nuova;57;;37122;045596022;0458003510;info@hotel-trieste.it;www.hotel-trieste.it;verona;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3440;42762;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;ARMANDO;Via Dietro Pallone;1;;37121;0458000206;0458036015;info@hotelarmando.it;www.hotelarmando.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;3453;42746;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;AURORA;Piazza Erbe;2;;37121;045594717 - 045597834;0458010860;info@hotelaurora.biz;www.hotelaurora.biz;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3448;42751;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;B & B HOTEL VERONA SUD;Via Enrico Fermi;13/B;;37135;0458200922;0458200933;verona@hotelbb.com;www.hotelbb.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;Si;No;No;Si;No;No;No;No;No;No;Si;Si;Si;Si;No;;3446;41675;
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;CHALET HOTEL ELEFANTE;Via Bresciana;27;;37100;0458903700;0458903900;info@hotelelefante.it;www.hotelelefante.it;verona;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;Si;No;Si;Si;Si;Si;No;;3502;42950;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;GARDENIA;Via Unit  D\'Italia;350;;37132;045972122;0458920157;info@hotelgardeniaverona.it;www.hotelgardeniaverona.it;verona;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;No;Si;Si;No;No;No;;3434;42747;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;GUESTHOUSE VERONA;via G. Camuzzoni;3;;37100;045569400;045569400;info@hotelsverona.it;www. hotelsverona.it;verona;No;No;No;No;Si;No;Si;No;No;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;Si;No;;123902;42530;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL BOLOGNA;Piazzetta Scalette Rubiani;3;;37121;0458006830;0458010602;hotelbologna@tin.it;www.hotelbologna.vr.it;verona;No;No;No;Si;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;Collegamento wire-less;3455;42746;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL DE\' CAPULETI;Via del Pontiere;26;;37122;0458000154;0458032970;info@hotelcapuleti.it;www.hotelcapuleti.it;verona;No;No;No;No;Si;No;Si;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;3466;42754;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL EUROPA;Via Roma;8;;37121;045594744;0458001852;info@veronahoteleuropa.com;www.veronahoteleuropa.com;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;WI-FI GRATUITO;3474;42825;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL GIULIETTA E ROMEO;Vicolo Tre Marchetti;3;;37121;0458003554;0458010862;info@giuliettaeromeo.com;www.giuliettaeromeo.com;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3476;42746;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL IBIS;Via Enrico Fermi;11/C;;37135;0458203720;0458203903;h1642-re@accor.com;www.accorhotels.com;verona;No;No;No;Si;Si;No;Si;No;No;No;No;Si;No;Si;No;No;Si;No;No;No;No;No;No;Si;Si;Si;Si;No;GARAGE;3477;41859;
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL ITALIA;Via G. Mameli;58/66;;37126;045918088;0458348028;info@hotelitaliaverona.it;www.hotelitaliaverona.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;Si;No;BICICLETTE;3464;42747;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL MARCO POLO;VIA SAN ANTONIO;21/A;;37100;045595388;045537718;info@hotelmarcopoloverona.it;www.hotelmarcopoloverona.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;42429;42824;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL MARCO POLO DEPENDANCE;VIA SANT\'ANTONIO;6;;37100;045595388;045597718;;;verona;No;No;No;No;Si;No;Si;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;CENTRO BENESSERE;49586;42824;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL MARTINI;Via G. Camuzzoni;2;;37138;045569400;045577620;info@hotelsverona.it;www.hotelsverona.it;verona;No;No;No;Si;Si;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;Si;No;;3471;42754;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL MASTINO;Corso Porta Nuova;16;;37122;045595388;045597718;info@hotelmastino.it;www.hotelmastino.it;verona;No;No;No;No;Si;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3487;42824;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL MASTINO DEPENDANCE;Vicolo Ghiaia;5;;37100;045595388;045597718;info@hotelmastino.it;www.hotelmastino.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3497;42824;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL MONACO;Via Torricelli;4;;37136;045580809;045580734;info@hotelmonacovr.com;www.hotelmonacovr.com;verona;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;Si;No;Si;Si;Si;Si;No;;3459;42751;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL PORTA PALIO;Via Colonello Galliano;21;;37138;045569400;045577620;info@hotelsverona.it;www.hotelsverona.it;verona;No;No;No;Si;Si;No;Si;No;Si;No;Si;Si;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;Si;No;;3469;42754;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL RELAIS 900;Via San Leonardo;5;;37128;3451875267;0458348392;info@relais900.it;;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;;56060;42747;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL SAN LUCA;Vicolo Volto San Luca;8;;37122;045591333;0458002143;info@sanlucahotel.com;www.sanlucahotel.com;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;Wifi;3484;42849;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;HOTEL VERONA;Corso Porta Nuova;47/49;;37122;045595944;045594341;info@hotelverona.it;www.hotelverona.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;3454;42754;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;LA GROTTA HOTEL;Strada Bresciana;16;;37100;0458905702;0458905748;info@lagrottahotelvr.it;www.lagrottahotelvr.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;No;No;Si;No;Si;Si;No;wi-fi intutta la struttura, sky in camera;49425;42747;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;NOVO HOTEL ROSSI;Via delle Coste;2;;37138;045569022;045578297;info@novohotelrossi.it;www.novohotelrossi.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;No;No;No;No;No;Si;No;No;Si;No;Si;Si;Si;Si;No;;3478;42858;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;PARK HOTEL ELEFANTE;Via Bresciana;27;;37139;0458903700;0458903900;info@hotelelefante.it;www.hotelelefante.it;verona;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;No;Si;Si;No;No;No;No;Si;No;Si;Si;Si;Si;No;;3436;42950;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 ***;PICCOLO HOTEL;Via Camuzzoni;3/B;;37138;045569400;045577620;info@hotelsverona.it;www.hotelsverona.it;verona;No;No;No;Si;Si;No;Si;No;No;No;No;Si;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;Si;Si;No;;3470;42747;3 ***
VERONA;VERONA;;ALBERGO;Albergo;;3 *** SUPERIOR;ALBERGO MAZZANTI;Via Mazzanti;6;;37121;045 591690;;info@albergomazzanti.it;www.albergomazzanti.it;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;66681;42754;3 *** SUPERIOR
VERONA;VERONA;;ALBERGO;Albergo;;3 *** SUPERIOR;HOTEL MILANO;Vicolo Tre Marchetti;11;;37121;045596011;0458011299;info@hotelmilano-vr.it;www.hotelmilano-vr.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3481;42801;3 *** SUPERIOR
VERONA;VERONA;;ALBERGO;Albergo;;3 *** SUPERIOR;SOLE HOTEL VERONA;Piazzale XXV Aprile;4b;;37138;045 9235282;045 9235915;info@solehotelverona.com;www.solehotelverona.com;verona;Si;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;Si;No;;113583;42236;3 *** SUPERIOR
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;GRAND HOTEL;Corso Porta Nuova;105;;37122;045595600;045596385;info@grandhotel.vr.it;www.grandhotel.vr.it;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3480;42751;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL ANTICA PORTA LEONA;Corticella Leoni;3;;37121;045595499;045595214;info@anticaportaleona.com;www.anticaportaleona.com;verona;No;Si;Si;Si;Si;No;Si;No;Si;No;Si;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;SPA;3486;42814;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL COLOMBA D\'ORO;Via Carlo Cattaneo;10;;37121;045595300;045594974;info@colombahotel.com;www.colombahotel.com;verona;No;No;No;No;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3472;42870;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL CORTE ONGARO;Via Scuderlando;40;;37135;0458204260;0458204255;info@corteongaro.it;www.corteongaro.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;Si;No;No;Si;No;No;No;No;Si;No;Si;Si;Si;Si;No;;3485;42797;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL CROWNE PLAZA;VIA BELGIO;16;;37135;0454933333;0454933000;info@crowneplazaverona.com;www.crowneplazaverona.com;verona;No;Si;Si;Si;Si;No;Si;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;Si;No;Si;Si;Si;Si;No;;51429;42747;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL  FIERA;Via Zannoni Ugo;42973;;37100;0458204485;0458231378;info@hotelfieraverona.biz;www.hotelfieraverona.biz;verona;No;No;No;Si;Si;No;Si;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;Si;No;Si;Si;Si;Si;No;;3499;42864;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL FIRENZE;Corso Porta Nuova;88;;37122;0458011510;0458030374;firenze.vr@bestwestern.it;www.hotelfirenzeverona.it;verona;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;No;No;;3468;42752;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL LEON D\'ORO;Viale Piave;5;;37135;0458445140;0458445141;info@roseohotelleondoro.com;www.roseohotelleondoro.com;verona;No;No;No;Si;Si;No;Si;No;No;No;No;Si;No;Si;No;No;Si;No;Si;No;No;Si;No;Si;Si;Si;Si;No;;3493;42747;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL LEOPARDI;Via Leopardi;16;;37138;0458101444;0458100523;leopardi@leopardi.vr.it;www.leopardi.vr.it;verona;No;No;No;Si;Si;No;Si;No;Si;No;Si;Si;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;Si;No;;3443;42814;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL MAXIM;Via Belviglieri;42;;37131;0458401800;0458401818;maxim@maximverona.it;www.maximverona.it;verona;No;No;No;Si;Si;No;Si;Si;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;Si;No;;3479;42814;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL PALACE;Via Galvani;19;;37138;045575700;045576667;palace@montresorgroup.com;www.montresorgroup.com;verona;No;No;No;Si;Si;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;Si;No;;3449;41205;
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;HOTEL SAN MARCO;Via Longhena;42;;37138;045569011;045572299;sanmarco@sanmarco.vr.it;www.sanmarco.vr.it;verona;No;Si;Si;No;Si;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;No;Si;No;Si;Si;Si;No;No;;3442;42835;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 ****;SHG HOTEL VERONA;Via Unit  D\'Italia;346;;37132;045 8952556;045 976277;direzione@shghotelverona.com;;verona;No;No;No;Si;Si;No;Si;Si;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;Si;Si;Si;Si;No;;3429;42766;4 ****
VERONA;VERONA;;ALBERGO;Albergo;;4 **** SUPERIOR;HOTEL ACCADEMIA;Via Scala;12;;37121;045596222;0458008440;accademia@accademiavr.it;www.accademiavr.it;verona;Si;No;No;Si;Si;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;3439;42746;4 **** SUPERIOR
VERONA;VERONA;;ALBERGO;Albergo;;4 **** SUPERIOR;HOTEL GIBERTI;Via Giberti;7;;37122;0458006900;0458001955;info@hotelgiberti.it;www.hotelgiberti.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;Si;No;No;No;No;Si;Si;Si;Si;No;;3450;42237;4 **** SUPERIOR
VERONA;VERONA;;ALBERGO;Albergo;;4 **** SUPERIOR;HOTEL SAN PIETRO;Via S. Teresa;1;;37135;045582600;045585114;info@hotelsanpietroverona.it;www.hotelsanpietroverona.it;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;No;Si;No;No;Si;No;Si;No;No;Si;No;Si;Si;Si;Si;No;;3451;42541;4 **** SUPERIOR
VERONA;VERONA;;ALBERGO;Albergo;;5 *****;HOTEL DUE TORRI;Piazza Sant\'Anastasia;4;;37121;045595044;0458004130;bookingduetorrihotel@duetorrihotels.com;www.duetorrihotels.com;verona;No;No;No;Si;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3462;41187;
VERONA;VERONA;;ALBERGO;Albergo;;5 *****;HOTEL GABBIA D\'ORO;Corso Porta Borsari;4/A;;37121;0458003060;045590293;info@hotelgabbiadoro.it;www.hotelgabbiadoro.it;verona;No;No;No;Si;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3430;42751;5 *****
VERONA;VERONA;;ALBERGO;Albergo;;5 ***** lusso;PALAZZO VICTORIA;Via Adua;8;;37121;045590566;045590155;info@palazzovictoria.com;www.palazzovictoria.com;verona;No;No;No;No;Si;No;Si;No;No;No;Si;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;stirapantaloni elettrico - decoder-dvd-c;3463;42928;5 ***** lusso
VERONA;VERONA;;ALBERGO;Residenze turistico alberghiere;;2 **;RESIDENZA TURISTICA ALBERGHIERA CASTELVECCHIO;Corso Cavour;46/48;;37121;045594755;045595304;gcanossa@libero.it;www.residencecastelvecchio.com;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;3494;41187;
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa per ferie;;;CASA PER FERIE DON NICOLA MAZZA;Via San Carlo;5;;37129;045 8348536;045 8349089;istituto@donmazza.org;www.donmazza.org;verona;Si;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;92960;42654;
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa per ferie;;;CASA PER FERIE SAN ZENO;Via don Minzoni;50;;37138;0458070111;0458070112;ospitalita@sanzeno.org;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;Si;No;No;L\'aria condizionata   presente in 25 camere;2412;42767;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa per ferie;;;CENTRO CARRARO-LUGO-CORSI;Lungadige Attiraglio;45;;37124;045915877;0458301929;info@centrocarraro.it;www.centrocarraro.it;verona;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;No;;2410;41834;
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa per ferie;;;DOMUS SAN BERNARDINO;Piazza San Francesco;6;;37123;045597305;045597305;domus@sanbernardinoverona.it;www.sanbernardinoverona.it;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;59560;42795;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa per ferie;;;ISTITUTO SALESIANO DON BOSCO CASA PER VACANZE;Via Provolo;16;;37123;045 8070711;045 8070712;info@salesianiverona.it;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;;2411;42748;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa per ferie;;;LAVINIA MONDIN;VIA SALVO D\'ACQUISTO;12;;37100;045 8034094;045 8040228;mondin.economato@istsorellemisericordia.it;www.istsorellemisericordia.it;verona;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;46613;42871;3 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa per ferie;;;VILLA BURI;Via Bernini Buri;99;;37100;045 972082;045 8921662;info@villaburi.it;www.villaburi.it;verona;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;52059;42839;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;CASA RELIGIOSA DI OSPITALITA\' SAN LEONARDO;Via Dei Colli;27;;37128;0458301101 / 0458300992;0458300930;stimmatinisanleonardo@gmail.com;;verona;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;No;;2587;42969;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;CASA RELIGIOSA DI OSPITALITA\' STIMMATINI;Via Mameli;73/A;;37124;0458349727;0458341205;stimm.mameli@gmail.com;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;No;No;No;No;SALA TV TERRAZZA;2408;42853;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Casa religiosa di ospitalit ;;;ISTITUTO SUORE ORSOLINE FMI;Via Muro Padri;24;;37129;045-8006833;045-590435;economato@orsolinefmi.it;www.orsolinefmi.it;verona;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;lavanderia , stireria. aria condizionata nelle zone comuni;49264;42748;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;A.C.I.S.J.F. PROTEZIONE DELLA GIOVANE - OSTELLO DELLA GIOVENT ;Via Pigna;7;;37121;045596880;0458005449;info@protezionedellagiovane.it;www.protezionedellagiovane.it;verona;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;CORTILE INTERNO;2416;42870;2 Leoni
VERONA;VERONA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;SANTA CHIARA;Via Santa Chiara;10;;37129;045597807;0458009127;;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;SERVIZIO INFORMAZIONI ED ASSISTENZA;2415;42872;
VERONA;VERONA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;SLEEP EASY HOSTEL;VIA XX SETTEMBRE;80;;37100;327 6266335 - 045 4850676;;sleepeasyverona@gmail.com;www.hostelsverona.org;verona;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;COPERTURA WIFI;84520;42053;
VERONA;VERONA;;ALTRA RICETTIVITA\';Ostello per la giovent ;;;VILLA FRANCESCATTI;Salita Fontana di Ferro;13/15;;37129;045 590360;045 8009127;info@villafrancescatti.it;www.ostelloverona.it;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;AUTOLAVAGGIO BINCHERIA,SERVIZIO INFORMAZIONI;2414;42408;
VERONA;VERONA;;APPARTAMENTO;;;;APPARTAMENTI LG - CASAFFITTA DI MAFFICINI AUGUSTO;Via Vipacco;5;;37100;045-532968 / 347-2427081;;info@casaffitta.it;;verona;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;vicinanza mezzi pubblici, accettazione gruppi, parcheggio non custodito, wi-fi.;119842;42754;2 Leoni
VERONA;VERONA;;APPARTAMENTO;;;;ARENA DREAMS APARTMENT;Via Leoncino;53/a;;37121;348-2261630;;info@arenadreams.com;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;wi-fi - sala tv - autorimessa;124622;42499;3 Leoni
VERONA;VERONA;;APPARTAMENTO;;;;CASA BERALDINI ETTORE;VIA G. DA MONTE;3;7;37126;349 6713615;;ang.tommasi@gmail.com;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;No;No;WIFI;124543;42877;3 Leoni
VERONA;VERONA;;APPARTAMENTO;;;;CASA BIONDANI;VIA DIETRO FILIPPINI;1;;37121;3471080578 3920714077;;CASABIONDANI@LIBERO.IT;;verona;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;WIFI;124463;42493;2 Leoni
VERONA;VERONA;;APPARTAMENTO;;;;CASA BUTTI;Via Macello;10;;37100;3289608895;;casabutti@gmail.com;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Vicinanza mezzi pubblici, parcheggio non custodito, wi-fi.;173265;42773;3 
VERONA;VERONA;;APPARTAMENTO;;;;CASA BUTTI 2;Via Lastre;1;;37100;3289608895;;casabutti@gmail.com;;verona;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;parcheggio non custodito, wi-fi, vicinanza mezzi pubblici.;173268;42773;3 Leoni
VERONA;VERONA;;APPARTAMENTO;;;;CASA DEGLI ANGELI - APPARTAMENTI VACANZE;Via Trainotti;6 scala B;17;37122;3488123215;;info@casadegliangeli.net;;verona;No;No;No;No;No;No;Si;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;servizio navetta - lavanderia/biancheria - wi fi;167025;42688;3 Leoni
VERONA;VERONA;;APPARTAMENTO;;;;CASA DI VITTORIA;VIA MURO PADRI;37;;37100;3479481870;;casadivittoria13@gmail.com;;verona;No;No;No;No;Si;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;WI-FI;122884;42524;3 Leoni
VERONA;VERONA;;APPARTAMENTO;;;;CASA MARILLA;Via Palladio;14;;37138;3425737637;;cedgg@libero.it;;verona;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;wi-fi;122185;42814;2 Leoni
